subject,predicate,object
n630dbcfd8f394cab9309f792f0907fb7b245,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b50,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#integer
urn:MAPPING-ID19,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TriplesMap
n630dbcfd8f394cab9309f792f0907fb7b172,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#string
n630dbcfd8f394cab9309f792f0907fb7b75,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b50,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b142,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b156,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
urn:MAPPING-ID5,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b40
n630dbcfd8f394cab9309f792f0907fb7b29,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b91,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/django_migrations#app
n630dbcfd8f394cab9309f792f0907fb7b166,http://www.w3.org/ns/r2rml#column,is_active
n630dbcfd8f394cab9309f792f0907fb7b22,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
urn:MAPPING-ID1,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b1
n630dbcfd8f394cab9309f792f0907fb7b50,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b204,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b60,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
urn:MAPPING-ID15,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b127
urn:MAPPING-ID16,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TriplesMap
n630dbcfd8f394cab9309f792f0907fb7b160,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b177,http://www.w3.org/ns/r2rml#class,http://example.org/mappingdata/auth_user_user_permissions
n630dbcfd8f394cab9309f792f0907fb7b193,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b214,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b95,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/django_migrations/id={id}
n630dbcfd8f394cab9309f792f0907fb7b108,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
urn:MAPPING-ID27,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b210
n630dbcfd8f394cab9309f792f0907fb7b14,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
n630dbcfd8f394cab9309f792f0907fb7b5,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#SubjectMap
n630dbcfd8f394cab9309f792f0907fb7b29,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/authentication_chathistory/id={id}
n630dbcfd8f394cab9309f792f0907fb7b226,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#string
n630dbcfd8f394cab9309f792f0907fb7b156,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b25,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
urn:MAPPING-ID20,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b167
urn:MAPPING-ID29,http://www.w3.org/ns/r2rml#subjectMap,n630dbcfd8f394cab9309f792f0907fb7b229
urn:MAPPING-ID15,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b129
n630dbcfd8f394cab9309f792f0907fb7b157,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b96,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
urn:MAPPING-ID10,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b61
n630dbcfd8f394cab9309f792f0907fb7b214,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b187,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b36,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_chathistory#created_at
n630dbcfd8f394cab9309f792f0907fb7b203,http://www.w3.org/ns/r2rml#sqlQuery,"SELECT `authentication_userpreferences`.`id` AS `authentication_userpreferences_id`, `authentication_llminventory`.`id` AS `authentication_llminventory_id` FROM `authentication_userpreferences`, `authentication_llminventory` WHERE `authentication_userpreferences`.`llm_id` = `authentication_llminventory`.`id`"
n630dbcfd8f394cab9309f792f0907fb7b217,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_llminventory#id
n630dbcfd8f394cab9309f792f0907fb7b245,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_userrole#ref-user_id
urn:MAPPING-ID2,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b7
n630dbcfd8f394cab9309f792f0907fb7b223,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_llminventory#credentials
urn:MAPPING-ID32,http://www.w3.org/ns/r2rml#subjectMap,n630dbcfd8f394cab9309f792f0907fb7b243
n630dbcfd8f394cab9309f792f0907fb7b221,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b222
n630dbcfd8f394cab9309f792f0907fb7b225,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_llminventory#parameters
urn:MAPPING-ID14,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b106
n630dbcfd8f394cab9309f792f0907fb7b177,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b130,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#SubjectMap
n630dbcfd8f394cab9309f792f0907fb7b110,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b111
n630dbcfd8f394cab9309f792f0907fb7b115,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
urn:MAPPING-ID9,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TriplesMap
n630dbcfd8f394cab9309f792f0907fb7b145,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b71,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
urn:MAPPING-ID15,http://www.w3.org/ns/r2rml#subjectMap,n630dbcfd8f394cab9309f792f0907fb7b130
urn:MAPPING-ID32,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TriplesMap
urn:MAPPING-ID3,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b19
n630dbcfd8f394cab9309f792f0907fb7b103,http://www.w3.org/ns/r2rml#column,password
n630dbcfd8f394cab9309f792f0907fb7b34,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b35
n630dbcfd8f394cab9309f792f0907fb7b243,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/authentication_userrole/id={authentication_userrole_id}
n630dbcfd8f394cab9309f792f0907fb7b158,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b38,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b39
n630dbcfd8f394cab9309f792f0907fb7b82,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#SubjectMap
n630dbcfd8f394cab9309f792f0907fb7b115,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b240,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#SubjectMap
n630dbcfd8f394cab9309f792f0907fb7b204,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b205
n630dbcfd8f394cab9309f792f0907fb7b14,http://www.w3.org/ns/r2rml#class,http://example.org/mappingdata/django_content_type
n630dbcfd8f394cab9309f792f0907fb7b243,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b158,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b127,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b128
n630dbcfd8f394cab9309f792f0907fb7b184,http://www.w3.org/ns/r2rml#sqlQuery,SELECT * FROM `auth_user_user_permissions`
n630dbcfd8f394cab9309f792f0907fb7b169,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b170
n630dbcfd8f394cab9309f792f0907fb7b180,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b139,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b140
n630dbcfd8f394cab9309f792f0907fb7b174,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b168,http://www.w3.org/ns/r2rml#class,http://example.org/mappingdata/authentication_user
n630dbcfd8f394cab9309f792f0907fb7b79,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/django_admin_log#ref-user_id
n630dbcfd8f394cab9309f792f0907fb7b182,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
urn:MAPPING-ID29,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b217
n630dbcfd8f394cab9309f792f0907fb7b66,http://www.w3.org/ns/r2rml#column,action_flag
n630dbcfd8f394cab9309f792f0907fb7b34,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b5,http://www.w3.org/ns/r2rml#class,http://example.org/mappingdata/auth_group
n630dbcfd8f394cab9309f792f0907fb7b231,http://www.w3.org/ns/r2rml#class,http://example.org/mappingdata/authentication_userrole
n630dbcfd8f394cab9309f792f0907fb7b31,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b195,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b220,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b138,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b226,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b33,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
urn:MAPPING-ID20,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TriplesMap
n630dbcfd8f394cab9309f792f0907fb7b133,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b48,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#integer
n630dbcfd8f394cab9309f792f0907fb7b174,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b172,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b31,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b48,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b228,http://www.w3.org/ns/r2rml#column,status
n630dbcfd8f394cab9309f792f0907fb7b246,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/authentication_user/id={authentication_user_id}
urn:MAPPING-ID14,http://www.w3.org/ns/r2rml#subjectMap,n630dbcfd8f394cab9309f792f0907fb7b97
n630dbcfd8f394cab9309f792f0907fb7b48,http://www.w3.org/ns/r2rml#column,group_id
n630dbcfd8f394cab9309f792f0907fb7b173,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b174
n630dbcfd8f394cab9309f792f0907fb7b164,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
urn:MAPPING-ID26,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b204
n630dbcfd8f394cab9309f792f0907fb7b43,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_chathistory#ref-llm_chat_id
n630dbcfd8f394cab9309f792f0907fb7b126,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#string
n630dbcfd8f394cab9309f792f0907fb7b153,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_user#id
n630dbcfd8f394cab9309f792f0907fb7b24,http://www.w3.org/ns/r2rml#class,http://example.org/mappingdata/auth_permission
n630dbcfd8f394cab9309f792f0907fb7b199,http://www.w3.org/ns/r2rml#column,id
n630dbcfd8f394cab9309f792f0907fb7b188,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
urn:MAPPING-ID5,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b30
n630dbcfd8f394cab9309f792f0907fb7b124,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b33,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b35,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b101,http://www.w3.org/ns/r2rml#column,is_superuser
n630dbcfd8f394cab9309f792f0907fb7b170,http://www.w3.org/ns/r2rml#column,session_key
urn:MAPPING-ID16,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b132
n630dbcfd8f394cab9309f792f0907fb7b72,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b92,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#string
n630dbcfd8f394cab9309f792f0907fb7b156,http://www.w3.org/ns/r2rml#column,activation_token
n630dbcfd8f394cab9309f792f0907fb7b84,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b60,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b203,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
urn:MAPPING-ID22,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b184
n630dbcfd8f394cab9309f792f0907fb7b105,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b3,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b4
n630dbcfd8f394cab9309f792f0907fb7b75,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b76
urn:MAPPING-ID8,http://www.w3.org/ns/r2rml#subjectMap,n630dbcfd8f394cab9309f792f0907fb7b53
n630dbcfd8f394cab9309f792f0907fb7b32,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b189,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/auth_user_user_permissions#ref-user_id
urn:MAPPING-ID20,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b151
n630dbcfd8f394cab9309f792f0907fb7b204,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_userpreferences#ref-llm_id
n630dbcfd8f394cab9309f792f0907fb7b149,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b150
urn:MAPPING-ID11,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TriplesMap
urn:MAPPING-ID12,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b84
n630dbcfd8f394cab9309f792f0907fb7b47,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/auth_group_permissions#group_id
n630dbcfd8f394cab9309f792f0907fb7b58,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b105,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
n630dbcfd8f394cab9309f792f0907fb7b7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b85,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
urn:MAPPING-ID28,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TriplesMap
n630dbcfd8f394cab9309f792f0907fb7b42,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
n630dbcfd8f394cab9309f792f0907fb7b167,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
n630dbcfd8f394cab9309f792f0907fb7b44,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
n630dbcfd8f394cab9309f792f0907fb7b121,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b11,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b32,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_chathistory#llm_chat_id
n630dbcfd8f394cab9309f792f0907fb7b150,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#ObjectMap
urn:MAPPING-ID30,http://www.w3.org/ns/r2rml#subjectMap,n630dbcfd8f394cab9309f792f0907fb7b231
n630dbcfd8f394cab9309f792f0907fb7b5,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/auth_group/id={id}
n630dbcfd8f394cab9309f792f0907fb7b127,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b70,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b173,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b213,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_role#role_name
n630dbcfd8f394cab9309f792f0907fb7b112,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/auth_user#date_joined
n630dbcfd8f394cab9309f792f0907fb7b78,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#IRI
urn:MAPPING-ID30,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TriplesMap
urn:MAPPING-ID18,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b144
n630dbcfd8f394cab9309f792f0907fb7b39,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
n630dbcfd8f394cab9309f792f0907fb7b194,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_userpreferences#llm_id
urn:MAPPING-ID10,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b69
n630dbcfd8f394cab9309f792f0907fb7b166,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b215,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
n630dbcfd8f394cab9309f792f0907fb7b182,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b183
urn:MAPPING-ID2,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b11
n630dbcfd8f394cab9309f792f0907fb7b39,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
urn:MAPPING-ID14,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b118
n630dbcfd8f394cab9309f792f0907fb7b28,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
n630dbcfd8f394cab9309f792f0907fb7b164,http://www.w3.org/ns/r2rml#column,created_at
n630dbcfd8f394cab9309f792f0907fb7b3,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/auth_group#id
n630dbcfd8f394cab9309f792f0907fb7b181,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
n630dbcfd8f394cab9309f792f0907fb7b136,http://www.w3.org/ns/r2rml#class,http://example.org/mappingdata/auth_user_groups
n630dbcfd8f394cab9309f792f0907fb7b130,http://www.w3.org/ns/r2rml#template,http://example.org/mappingdata/authentication_llmchat/id={id}
n630dbcfd8f394cab9309f792f0907fb7b230,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
n630dbcfd8f394cab9309f792f0907fb7b110,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b84,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b85
urn:MAPPING-ID23,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TriplesMap
n630dbcfd8f394cab9309f792f0907fb7b56,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
n630dbcfd8f394cab9309f792f0907fb7b195,http://www.w3.org/ns/r2rml#datatype,http://www.w3.org/2001/XMLSchema#integer
n630dbcfd8f394cab9309f792f0907fb7b16,http://www.w3.org/ns/r2rml#column,id
urn:MAPPING-ID32,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b245
n630dbcfd8f394cab9309f792f0907fb7b121,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/authentication_llmchat#user_id
n630dbcfd8f394cab9309f792f0907fb7b126,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
urn:MAPPING-ID5,http://www.w3.org/ns/r2rml#subjectMap,n630dbcfd8f394cab9309f792f0907fb7b29
n630dbcfd8f394cab9309f792f0907fb7b112,http://www.w3.org/ns/r2rml#objectMap,n630dbcfd8f394cab9309f792f0907fb7b113
n630dbcfd8f394cab9309f792f0907fb7b102,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/auth_user#password
n630dbcfd8f394cab9309f792f0907fb7b191,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#R2RMLView
n630dbcfd8f394cab9309f792f0907fb7b73,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/django_admin_log#change_message
urn:MAPPING-ID2,http://www.w3.org/ns/r2rml#subjectMap,n630dbcfd8f394cab9309f792f0907fb7b14
n630dbcfd8f394cab9309f792f0907fb7b126,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#TermMap
urn:MAPPING-ID9,http://www.w3.org/ns/r2rml#subjectMap,n630dbcfd8f394cab9309f792f0907fb7b58
n630dbcfd8f394cab9309f792f0907fb7b171,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
n630dbcfd8f394cab9309f792f0907fb7b11,http://www.w3.org/ns/r2rml#predicate,http://example.org/mappingdata/django_content_type#model
n630dbcfd8f394cab9309f792f0907fb7b234,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/ns/r2rml#PredicateObjectMap
urn:MAPPING-ID26,http://www.w3.org/ns/r2rml#logicalTable,n630dbcfd8f394cab9309f792f0907fb7b203
n630dbcfd8f394cab9309f792f0907fb7b92,http://www.w3.org/ns/r2rml#termType,http://www.w3.org/ns/r2rml#Literal
urn:MAPPING-ID20,http://www.w3.org/ns/r2rml#predicateObjectMap,n630dbcfd8f394cab9309f792f0907fb7b155
